Open,Volume,Sales,weight,HL_Range,Sales_per_Weight,Close
-1.97211121250612,-1.67955674235703,0.993985141690582,0.830089672425771,-1.70457503251287,0.311768675719013,-1.97221352493014
-1.96726699804772,-1.67955674235703,-0.200789825868969,0.152325883903699,-0.46888662485952,0.0452902336467315,-1.94867858134992
-1.95549167303437,-1.67955674235703,1.29578956230358,0.172646940013535,-1.70457503251287,0.749568420050511,-1.95559322016449
-1.96190300651344,-1.67955674235703,-0.0670442849009625,1.05371327719431,-1.70457503251287,-0.31495246539192,-1.96200484887162
-1.97049460492813,-0.341635586387367,-1.4298781321055,-0.346678224181978,-1.70457503251287,-1.23009984896989,-1.97059684291086
-1.97157214736093,-0.0496281322404684,1.71305967012381,0.129233639787321,-1.70457503251287,0.908820862586127,-1.97167443496217
-1.97534956258134,0.417595160445473,0.948286416897044,-1.31236681452137,-1.70457503251287,1.36462259917262,-1.97545202412438
-1.97643047698726,0.637945315488831,1.03715879363327,-0.553601102312437,-1.70457503251287,1.01729657323156,-1.97653298830408
-1.97751234534471,0.783637059917749,-1.3088725660471,0.814289483611823,-1.70457503251287,-1.51968607531576,-1.97761490647923
-1.97805357581756,0.89265313531092,-0.159757755885956,1.20727880567525,-1.70457503251287,-0.449792822130729,-1.97815616187458
-1.98022031103635,0.979794016615149,-0.443541743046926,-0.653726920177466,-1.70457503251287,0.270983122110505,-1.98032299686685
-1.98076253150463,1.05238833313904,0.0432912110675131,-1.26782152742059,-1.70457503251287,0.909529941009795,-1.98086524230321
-1.98565113137044,1.11460495767549,0.530124165181952,-0.0225753517198995,-1.70457503251287,0.538391957280445,-1.98575406727849
-1.98293323365141,1.16904323022678,1.1680092330632,0.0123634764408825,-1.70457503251287,0.783549341765794,-1.98303604440614
-1.99164814227848,1.26098676623755,-0.9554256756706,-0.0755430678882107,-1.70457503251287,-0.520193033464337,-1.99175135433592
-1.98347644774348,1.30058229379529,0.211780153552518,1.19271511209222,-1.70457503251287,-0.222954592086661,-1.98357928351204
-1.97103327821577,1.3368799720069,-1.53813171642375,-0.28349387418479,-1.70457503251287,-1.59749922028397,-1.97113554100324
-1.97211121250612,1.37038715938643,1.18537256542464,0.028219128489254,-1.70457503251287,0.781990632947107,-1.97221352493014
-1.94804677818718,1.40150244928462,0.486620871163925,0.904153781517489,-1.70457503251287,0.0579572948581265,-1.94814798249596
-1.95282847523297,0.653600175422291,0.937403862290557,-0.849123527126743,-0.699172716983625,1.12671387128784,-1.96307604647843
-1.96834203152594,-0.791310196318827,-0.501562386740608,-1.17720848167305,-0.652210838353442,0.487371246342465,-1.97383180769346
